Gene,Gene Symbol,Parameter,Level1,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq,fdr_p,log2(FC),stderr of log2(FC),-log10(FDR P),FC
ENSMUSG00000001150,Mcm3ap,Age,18,1,0.3143,0.3574,-0.3861,1.0147,0.77,0.3792,0.9343715721,0.4534016786,0.5155478752,0.0294803833,1.369264994
ENSMUSG00000001151,Pcnt,Age,18,1,0.6831,0.2535,0.1862,1.1800,7.26,0.0071,0.3185366502,0.9854610667,0.3657453321,0.4968405914,1.979945977
ENSMUSG00000001156,Mxd1,Age,18,1,0.0426,0.2007,-0.3509,0.4360,0.04,0.8321,0.9992909371,0.0614077802,0.2896037071,0.0003080513,1.0434834943
ENSMUSG00000001157,Gmcl1,Age,18,1,0.5400,0.4265,-0.2960,1.3759,1.60,0.2055,0.8367409402,0.7790197789,0.6153423219,0.0774089812,1.7159645861
ENSMUSG00000001158,Snrnp27,Age,18,1,-0.0755,0.1589,-0.3869,0.2359,0.23,0.6347,0.9930862929,-0.108887988,0.2292067983,0.0030130124,0.9273025403
ENSMUSG00000001166,Oas1c,Age,18,1,0.7656,0.3391,0.1010,1.4302,5.10,0.0240,0.4734877524,1.104511954,0.4892041168,0.3246912503,2.150261251
ENSMUSG00000001173,Ocrl,Age,18,1,1.1283,0.6494,-0.1444,2.4010,3.02,0.0823,0.6782910617,1.6277405067,0.9368141062,0.1685839059,3.0902863079
ENSMUSG00000001175,Calm1,Age,18,1,-0.0732,0.2017,-0.4685,0.3221,0.13,0.7165,0.995805013,-0.105662766,0.2909706758,0.0018256918,0.9293778938
ENSMUSG00000001211,Agpat3,Age,18,1,0.1889,0.2021,-0.2073,0.5851,0.87,0.3500,0.9240363936,0.2725540419,0.2916258452,0.0343109235,1.2079443924
ENSMUSG00000001225,Slc26a3,Age,18,1,2.4257,1.3098,-0.1414,4.9929,3.43,0.0640,0.6312263944,3.4996053725,1.8896102676,0.1998148496,11.310614228
ENSMUSG00000001227,Sema6b,Age,18,1,0.1024,0.2823,-0.4508,0.6557,0.13,0.7167,0.995805013,0.147763011,0.407241906,0.0018256918,1.1078503483
ENSMUSG00000001228,Uhrf1,Age,18,1,0.3270,0.3262,-0.3124,0.9663,1.00,0.3162,0.9045530061,0.4717096699,0.4705989905,0.0435659787,1.386751869
ENSMUSG00000001229,Dpp9,Age,18,1,0.2826,0.2981,-0.3016,0.8669,0.90,0.3431,0.9176423037,0.4077304429,0.4300640062,0.0373265735,1.3265972524
ENSMUSG00000001247,Lsr,Age,18,1,0.8846,0.6568,-0.4027,2.1718,1.81,0.1780,0.815145838,1.2761689925,0.947514361,0.0887646845,2.4219498504
ENSMUSG00000001248,Gramd1a,Age,18,1,0.2808,0.1525,-0.0182,0.5798,3.39,0.0657,0.63830988,0.4050805237,0.220071061,0.1949684334,1.3241628161
ENSMUSG00000001249,Hpn,Age,18,1,0.9567,1.0364,-1.0747,2.9881,0.85,0.3560,0.9255879879,1.380227571,1.4952465212,0.0335822902,2.6030942911
ENSMUSG00000001270,Ckb,Age,18,1,-0.4078,0.2652,-0.9276,0.1120,2.36,0.1241,0.741932826,-0.588326263,0.3826069992,0.1296354136,0.6651140891
ENSMUSG00000001280,Sp1,Age,18,1,0.0757,0.2438,-0.4021,0.5536,0.10,0.7560,0.9981578959,0.109277925,0.3517419082,0.0008007534,1.0786882133
ENSMUSG00000001281,Itgb7,Age,18,1,0.6084,0.3688,-0.1144,1.3313,2.72,0.0990,0.7023946357,0.8777533404,0.5320742698,0.1534188139,1.8375115782
ENSMUSG00000001285,Myg1,Age,18,1,0.1690,0.3260,-0.4700,0.8080,0.27,0.6041,0.9883232564,0.2438490943,0.4703419617,0.0051009851,1.1841477437
ENSMUSG00000001288,Rarg,Age,18,1,0.1362,0.1798,-0.2161,0.4886,0.57,0.4485,0.9606480962,0.1965650053,0.2593596583,0.0174356736,1.1459666071
ENSMUSG00000001289,Pfdn5,Age,18,1,-0.0950,0.1682,-0.4247,0.2347,0.32,0.5723,0.9844393893,-0.137047038,0.2427091633,0.0068110177,0.909378602
ENSMUSG00000001300,Efnb2,Age,18,1,0.5468,1.1647,-1.7359,2.8296,0.22,0.6387,0.9932716137,0.7889218562,1.6802897855,0.0029319759,1.7277827866
ENSMUSG00000001305,Rrp15,Age,18,1,0.2255,0.5892,-0.9293,1.3802,0.15,0.7019,0.995805013,0.3252906733,0.8499945415,0.0018256918,1.2529168501
ENSMUSG00000001313,Rnd2,Age,18,1,-1.0828,0.9681,-2.9801,0.8146,1.25,0.2634,0.8800315437,-1.562105088,1.3966021272,0.0555017608,0.3386565751
ENSMUSG00000001323,Srr,Age,18,1,0.6548,0.7199,-0.7562,2.0658,0.83,0.3631,0.9290965379,0.9446353613,1.0385996862,0.0319391582,1.9247023595
ENSMUSG00000001348,Acp5,Age,18,1,0.3466,0.2392,-0.1223,0.8156,2.10,0.1473,0.7786045294,0.5001094863,0.3451496485,0.1086830742,1.4143208913
ENSMUSG00000001349,Cnn1,Age,18,1,-0.4792,0.6625,-1.7778,0.8193,0.52,0.4695,0.9682034341,-0.691382192,0.9558568546,0.0140333813,0.6192602758
ENSMUSG00000001366,Fbxo9,Age,18,1,0.3599,0.3129,-0.2534,0.9733,1.32,0.2501,0.8746326638,0.5192785058,0.4514732708,0.0581743076,1.4332383039
ENSMUSG00000001376,Vps50,Age,18,1,0.3595,0.4301,-0.4834,1.2024,0.70,0.4032,0.9460886129,0.5186030822,0.620435197,0.0240681846,1.4325674647
ENSMUSG00000001380,Hars,Age,18,1,0.2557,0.2355,-0.2059,0.7174,1.18,0.2777,0.8853586091,0.3689134532,0.339820715,0.0528807853,1.2913798785
ENSMUSG00000001383,Zmat2,Age,18,1,0.1522,0.1561,-0.1537,0.4581,0.95,0.3295,0.909902919,0.2195855668,0.2251936846,0.0410049418,1.1643990494
ENSMUSG00000001403,Ube2c,Age,18,1,-0.0735,0.3195,-0.6996,0.5526,0.05,0.8180,0.9981830775,-0.106044327,0.4608845119,0.0007897971,0.9291321261
ENSMUSG00000001415,Smg5,Age,18,1,0.1318,0.2021,-0.2643,0.5279,0.43,0.5143,0.9747487587,0.190122832,0.2915443278,0.0111073092,1.1408608454
ENSMUSG00000001416,Cct3,Age,18,1,0.4821,0.3120,-0.1295,1.0936,2.39,0.1224,0.7396390648,0.6954710136,0.4501590509,0.1309801592,1.6194130556
ENSMUSG00000001418,Glmp,Age,18,1,0.1697,0.1991,-0.2206,0.5599,0.73,0.3942,0.9421764412,0.2447585396,0.2872453321,0.0258677593,1.1848944414
ENSMUSG00000001419,Mef2d,Age,18,1,-0.0135,0.2504,-0.5044,0.4773,0.00,0.9569,0.9999208275,-0.019517971,0.3613025778,0.0000343855,0.9865622767
ENSMUSG00000001424,Snd1,Age,18,1,0.1003,0.2015,-0.2946,0.4952,0.25,0.6187,0.992830538,0.1446574338,0.2906919773,0.003124873,1.10546813
ENSMUSG00000001435,Col18a1,Age,18,1,-0.2394,0.5703,-1.3570,0.8783,0.18,0.6747,0.995805013,-0.345313738,0.8227011783,0.0018256918,0.7871367817
ENSMUSG00000001436,Slc19a1,Age,18,1,0.1835,0.6938,-1.1763,1.5433,0.07,0.7914,0.9981578959,0.2647144843,1.000934875,0.0008007534,1.201398264
ENSMUSG00000001440,Kpnb1,Age,18,1,0.3126,0.2213,-0.1211,0.7463,2.00,0.1578,0.785942484,0.4509487565,0.3192551886,0.1046092349,1.3669388984
ENSMUSG00000001441,Npepps,Age,18,1,0.4624,0.4115,-0.3440,1.2689,1.26,0.2610,0.8784998095,0.6671647066,0.5936012537,0.0562583284,1.5879491412
ENSMUSG00000001444,Tbx21,Age,18,1,-0.2686,0.4872,-1.2234,0.6862,0.30,0.5814,0.9862796008,-0.387453584,0.7028164537,0.0059999493,0.764477749
ENSMUSG00000001445,Mrpl10,Age,18,1,0.0390,0.1679,-0.2900,0.3680,0.05,0.8163,0.9981830775,0.0562608086,0.242182775,0.0007897971,1.039767386
ENSMUSG00000001467,Cyp51,Age,18,1,-0.4742,0.6133,-1.6761,0.7278,0.60,0.4394,0.9583314091,-0.684096512,0.8847388414,0.0184842777,0.62239548
ENSMUSG00000001472,Tcf25,Age,18,1,-0.1098,0.1705,-0.4440,0.2244,0.41,0.5195,0.9760109909,-0.158436568,0.2460044879,0.0105452917,0.8959955249
ENSMUSG00000001473,Tubb6,Age,18,1,0.0725,0.3639,-0.6407,0.7857,0.04,0.8421,0.9993708756,0.1045963505,0.5249494664,0.0002733112,1.0751935216
ENSMUSG00000001482,Def8,Age,18,1,-0.1470,0.2203,-0.5788,0.2849,0.44,0.5048,0.9732932991,-0.21201743,0.3178844681,0.0117562666,0.863329128
ENSMUSG00000001496,Nkx2-1,Age,18,1,1.0389,0.9190,-0.7623,2.8401,1.28,0.2583,0.876918908,1.4988683441,1.3258298479,0.0570405656,2.8262093648
ENSMUSG00000001506,Col1a1,Age,18,1,-0.6163,1.6774,-3.9040,2.6714,0.13,0.7133,0.995805013,-0.889151477,2.4199913692,0.0018256918,0.5399315865
ENSMUSG00000001507,Itga3,Age,18,1,1.5857,1.2660,-0.8955,4.0669,1.57,0.2104,0.8410579251,2.2876546266,1.8263805905,0.0751740926,4.8826170386
ENSMUSG00000001517,Foxm1,Age,18,1,0.2449,0.6379,-1.0053,1.4950,0.15,0.7011,0.995805013,0.3532730976,0.9202241622,0.0018256918,1.2774555546
ENSMUSG00000001518,Itfg2,Age,18,1,-0.8887,0.4666,-1.8032,0.0258,3.63,0.0568,0.6052152834,-1.282165729,0.6731401943,0.2180901134,0.4111777977
ENSMUSG00000001520,Nrip2,Age,18,1,2.2980,1.1958,-0.0457,4.6418,3.69,0.0546,0.5995202055,3.3153826339,1.7251710135,0.2221961754,9.9547330866
ENSMUSG00000001521,Tulp3,Age,18,1,0.4400,0.3495,-0.2451,1.1250,1.58,0.2081,0.8382120707,0.6347213168,0.5042716119,0.0766460894,1.5526378004
ENSMUSG00000001524,Gtf2h4,Age,18,1,-0.0350,0.4475,-0.9120,0.8420,0.01,0.9376,0.9999208275,-0.050548268,0.6455454641,0.0000343855,0.9655693133
ENSMUSG00000001525,Tubb5,Age,18,1,0.2146,0.1938,-0.1653,0.5944,1.23,0.2683,0.8811591622,0.3095335066,0.2796284106,0.0549456387,1.239306907
ENSMUSG00000001542,Ell2,Age,18,1,-0.1613,0.3505,-0.8483,0.5258,0.21,0.6455,0.9949215316,-0.232660522,0.5057168101,0.0022111703,0.8510639683
ENSMUSG00000001552,Jup,Age,18,1,0.8985,0.3776,0.1584,1.6386,5.66,0.0173,0.4178711388,1.2962522274,0.5447849184,0.3789576234,2.4559006972
ENSMUSG00000001555,Fkbp10,Age,18,1,-0.7477,1.3397,-3.3735,1.8782,0.31,0.5768,0.9861043931,-1.078640178,1.932849342,0.0060771064,0.4734748899
ENSMUSG00000001558,Klhl10,Age,18,0,25.1050,0.0000,25.1050,25.1050,,,,36.218928216,0,,79980442706
ENSMUSG00000001569,Nom1,Age,18,1,0.0145,0.4742,-0.9149,0.9440,0.00,0.9755,0.9999208275,0.0209736955,0.6841588818,0.0000343855,1.0146440465
ENSMUSG00000001576,Ergic1,Age,18,1,-0.2150,0.1812,-0.5702,0.1401,1.41,0.2353,0.8642437029,-0.310249816,0.2614326021,0.0633637761,0.8065020938
ENSMUSG00000001583,Tnk1,Age,18,1,-0.4643,0.6004,-1.6411,0.7126,0.60,0.4394,0.9583314091,-0.66978879,0.8662432155,0.0184842777,0.6285987071
ENSMUSG00000001588,Acap1,Age,18,1,0.4378,0.2147,0.0170,0.8586,4.16,0.0414,0.5616860662,0.631607263,0.30976169,0.2505063496,1.5492900498
ENSMUSG00000001604,Tcea3,Age,18,1,1.2947,1.2560,-1.1670,3.7564,1.06,0.3026,0.8948204759,1.8678956382,1.8120157747,0.0482640866,3.6499979109
ENSMUSG00000001622,Csn3,Age,18,1,1.5026,0.8458,-0.1551,3.1602,3.16,0.0756,0.6632168,2.1677419432,1.2201712017,0.1783444812,4.4931958364
ENSMUSG00000001627,Ifrd1,Age,18,1,-0.1220,0.3570,-0.8216,0.5776,0.12,0.7325,0.9975925953,-0.176008466,0.514974739,0.0010467831,0.8851485702
ENSMUSG00000001630,Stk38l,Age,18,1,0.5279,0.7167,-0.8768,1.9326,0.54,0.4614,0.9642634524,0.761545278,1.0339731743,0.0158042936,1.695305503
ENSMUSG00000001632,Brpf1,Age,18,1,0.3715,0.2168,-0.0534,0.7965,2.94,0.0866,0.6809021342,0.5360169529,0.3127780034,0.1669153046,1.4499638711
ENSMUSG00000001642,Akr1b3,Age,18,1,0.3269,0.2039,-0.0727,0.7264,2.57,0.1089,0.7148809737,0.4715451378,0.2941082604,0.1457662614,1.386593726
ENSMUSG00000001657,Hoxc8,Age,18,1,2.7412,1.7943,-0.7756,6.2580,2.33,0.1266,0.7479853013,3.9547237763,2.5886244831,0.1261069364,15.505668014
ENSMUSG00000001663,Gstt1,Age,18,1,-0.0676,0.4480,-0.9456,0.8105,0.02,0.8801,0.9999208275,-0.097458822,0.6462898661,0.0000343855,0.9346778939
ENSMUSG00000001665,Gstt3,Age,18,1,0.2299,0.7935,-1.3254,1.7852,0.08,0.7721,0.9981578959,0.3316352328,1.1448232941,0.0008007534,1.2584389529
ENSMUSG00000001666,Ddt,Age,18,1,0.3355,0.4331,-0.5133,1.1843,0.60,0.4385,0.9582417239,0.483999386,0.6247905451,0.0185249229,1.3986154875
ENSMUSG00000001674,Ddx18,Age,18,1,-0.0210,0.3151,-0.6385,0.5965,0.00,0.9468,0.9999208275,-0.03031002,0.4545539842,0.0000343855,0.9792098534
ENSMUSG00000001687,Ubl3,Age,18,1,0.0934,0.2704,-0.4366,0.6233,0.12,0.7298,0.9969192278,0.1347223986,0.3900810387,0.0013400276,1.0978815406
ENSMUSG00000001700,Gramd3,Age,18,1,0.3831,0.3464,-0.2957,1.0620,1.22,0.2686,0.8818221949,0.5527547658,0.4996807128,0.0546189745,1.4668839771
ENSMUSG00000001707,Eef1e1,Age,18,1,-0.0642,0.7655,-1.5646,1.4362,0.01,0.9332,0.9999208275,-0.092628468,1.1043922021,0.0000343855,0.9378125769
ENSMUSG00000001729,Akt1,Age,18,1,-0.1023,0.1286,-0.3543,0.1497,0.63,0.4261,0.953216532,-0.147624117,0.1854894133,0.0208084341,0.9027358977
ENSMUSG00000001739,Cldn15,Age,18,1,0.5422,0.9745,-1.3679,2.4522,0.31,0.5780,0.9862796008,0.7821750829,1.4059319136,0.0059999493,1.7197216622
ENSMUSG00000001741,Il16,Age,18,1,0.0417,0.1073,-0.1686,0.2520,0.15,0.6975,0.995805013,0.0601641628,0.1547919445,0.0018256918,1.0425843887
ENSMUSG00000001750,Tcirg1,Age,18,1,0.3781,0.3424,-0.2931,1.0492,1.22,0.2696,0.8824781513,0.5454311825,0.4940295446,0.0542960382,1.4594564711
ENSMUSG00000001751,Naglu,Age,18,1,0.1917,0.2317,-0.2625,0.6459,0.68,0.4081,0.9471284144,0.2765488723,0.3343079481,0.0235911341,1.2112938322
ENSMUSG00000001755,Ppat,Age,18,1,0.1148,0.3750,-0.6202,0.8498,0.09,0.7595,0.9981578959,0.1656296996,0.5410235714,0.0008007534,1.1216555453
ENSMUSG00000001761,Smo,Age,18,1,-0.2298,1.1862,-2.5548,2.0952,0.04,0.8464,0.9993708756,-0.331535704,1.7113881726,0.0002733112,0.7946901105
ENSMUSG00000001763,Tspan33,Age,18,1,-0.0982,0.2953,-0.6769,0.4806,0.11,0.7395,0.9978539623,-0.141637402,0.4260132619,0.0009330138,0.906489741
ENSMUSG00000001767,Crnkl1,Age,18,1,-0.0387,0.2273,-0.4842,0.4069,0.03,0.8649,0.9999208275,-0.055801023,0.3279478615,0.0000343855,0.9620601329
ENSMUSG00000001768,Rin2,Age,18,1,0.9700,0.4640,0.0607,1.8794,4.37,0.0366,0.5352090956,1.399480298,0.6693690859,0.2714765146,2.6380653402
ENSMUSG00000001774,Chordc1,Age,18,1,0.5808,0.4377,-0.2771,1.4388,1.76,0.1845,0.81885889,0.8379714917,0.6315081536,0.0867909317,1.7875350019
ENSMUSG00000001783,Rtcb,Age,18,1,0.2577,0.1880,-0.1107,0.6262,1.88,0.1703,0.8039334657,0.3718499371,0.2711889735,0.0947798924,1.29401105
ENSMUSG00000001785,Pwp1,Age,18,1,0.2702,0.5126,-0.7346,1.2749,0.28,0.5982,0.987996563,0.3897834886,0.7395821371,0.0052445662,1.3101967623
ENSMUSG00000001786,Fbxo7,Age,18,1,-0.2591,0.2967,-0.8407,0.3225,0.76,0.3825,0.9363170617,-0.373826877,0.4280878389,0.0285770628,0.7717326898
ENSMUSG00000001794,Capns1,Age,18,1,-0.2931,0.2357,-0.7550,0.1689,1.55,0.2137,0.8423612992,-0.422815163,0.3400334324,0.0745015942,0.7459675799
ENSMUSG00000001829,Clpb,Age,18,1,0.1913,0.3653,-0.5247,0.9072,0.27,0.6005,0.9880053355,0.2759354055,0.526974643,0.0052407101,1.210778872
ENSMUSG00000001833,7-Sep,Age,18,1,-0.1080,0.1993,-0.4987,0.2827,0.29,0.5881,0.9877546297,-0.155768806,0.2875998979,0.0053509261,0.8976538896
ENSMUSG00000001844,Zdhhc4,Age,18,1,-0.0925,0.1258,-0.3391,0.1541,0.54,0.4624,0.964656656,-0.133402766,0.181524846,0.0156272348,0.9116786114
ENSMUSG00000001847,Rac1,Age,18,1,-0.3805,0.1472,-0.6690,-0.0920,6.68,0.0097,0.347732059,-0.54890408,0.2123488915,0.4587552679,0.6835391707
ENSMUSG00000001855,Nup214,Age,18,1,0.5351,0.3760,-0.2019,1.2721,2.02,0.1547,0.7842591198,0.771969718,0.5424943734,0.1055404224,1.7075995861
ENSMUSG00000001865,Cpa3,Age,18,1,0.4291,0.7153,-0.9729,1.8310,0.36,0.5486,0.9796519083,0.6189978249,1.0319737335,0.0089282112,1.5358079542
ENSMUSG00000001870,Ltbp1,Age,18,1,-0.3054,0.3040,-0.9012,0.2904,1.01,0.3151,0.9045530061,-0.440581892,0.4385556346,0.0435659787,0.7368373552
ENSMUSG00000001891,Ugp2,Age,18,1,0.1577,0.2918,-0.4142,0.7297,0.29,0.5888,0.9877546297,0.2275800483,0.4209835207,0.0053509261,1.1708693052
ENSMUSG00000001909,Trmt1,Age,18,1,0.2320,0.2368,-0.2322,0.6962,0.96,0.3274,0.909902919,0.3346656846,0.3416988071,0.0410049418,1.261085144
ENSMUSG00000001910,Nacc1,Age,18,1,0.1038,0.2109,-0.3095,0.5172,0.24,0.6225,0.992830538,0.1497921974,0.3042620211,0.003124873,1.1094096636
ENSMUSG00000001911,Nfix,Age,18,1,0.2427,0.3383,-0.4203,0.9058,0.51,0.4731,0.9682034341,0.3501833621,0.4880491965,0.0140333813,1.2747226304
ENSMUSG00000001918,Slc1a5,Age,18,1,0.2668,0.2136,-0.1520,0.6855,1.56,0.2118,0.8417577916,0.3848412842,0.3082201183,0.0748128549,1.3057161329
ENSMUSG00000001924,Uba1,Age,18,1,0.0031,0.2222,-0.4324,0.4387,0.00,0.9887,0.9999208275,0.0045429046,0.32056645,0.0000343855,1.0031538645
ENSMUSG00000001930,Vwf,Age,18,1,-0.4674,0.3647,-1.1821,0.2474,1.64,0.2000,0.8308339123,-0.674278247,0.526130579,0.0804857851,0.6266456397
ENSMUSG00000001942,Siae,Age,18,1,0.0150,0.2335,-0.4427,0.4728,0.00,0.9486,0.9999208275,0.021710489,0.3369380735,0.0000343855,1.015162364
ENSMUSG00000001943,Vsig2,Age,18,1,2.3165,1.2661,-0.1649,4.7979,3.35,0.0673,0.6414766858,3.3420015333,1.8265287738,0.1928191232,10.140110953
ENSMUSG00000001946,Esam,Age,18,1,-0.6422,0.2932,-1.2168,-0.0676,4.80,0.0285,0.4985579485,-0.926505516,0.4229523602,0.3022843554,0.5261311902
ENSMUSG00000001948,Spa17,Age,18,1,-0.2979,0.3293,-0.9433,0.3475,0.82,0.3657,0.9291276175,-0.429748413,0.4750710965,0.0319246307,0.7423912374
ENSMUSG00000001962,Fam50a,Age,18,1,0.1331,0.1612,-0.1830,0.4491,0.68,0.4092,0.9473171513,0.191979397,0.2326339714,0.0235045997,1.1423299332
ENSMUSG00000001964,Emd,Age,18,1,-0.0711,0.1720,-0.4082,0.2660,0.17,0.6794,0.995805013,-0.102560911,0.2481238496,0.0018256918,0.9313782444
ENSMUSG00000001983,Taco1,Age,18,1,-0.5195,0.7495,-1.9885,0.9496,0.48,0.4883,0.9706769572,-0.749424719,1.0813257724,0.0129252799,0.5948407055
ENSMUSG00000001985,Grik3,Age,18,1,-0.3852,0.5279,-1.4199,0.6496,0.53,0.4657,0.9667382488,-0.55568722,0.7616631839,0.0146910983,0.6803329082
ENSMUSG00000001986,Gria3,Age,18,1,0.8827,0.6003,-0.2938,2.0592,2.16,0.1414,0.7671804573,1.2734831979,0.8659934248,0.1151024686,2.4174452196
ENSMUSG00000001995,Sipa1l2,Age,18,1,0.3867,0.3942,-0.3858,1.1593,0.96,0.3265,0.909902919,0.5579569159,0.5686851251,0.0410049418,1.4721828968
ENSMUSG00000001998,Ap4e1,Age,18,1,-0.3880,0.6225,-1.6081,0.8321,0.39,0.5331,0.9780980076,-0.559702005,0.8980969101,0.0096176258,0.6784422845
ENSMUSG00000001999,Blvra,Age,18,1,0.2708,0.3136,-0.3439,0.8855,0.75,0.3880,0.9401158397,0.3906458628,0.4524828836,0.02681863,1.3109801694
ENSMUSG00000002006,Pdzd4,Age,18,1,-2.0472,1.4198,-4.8300,0.7357,2.08,0.1493,0.7794664,-2.953468779,2.0484032503,0.1082026009,0.1290973437
ENSMUSG00000002007,Srpk3,Age,18,1,0.8238,0.3446,0.1483,1.4993,5.71,0.0168,0.417027432,1.1885315544,0.497221356,0.3798353762,2.2792063629
ENSMUSG00000002010,Idh3g,Age,18,1,0.3463,0.2201,-0.0850,0.7776,2.48,0.1156,0.7251539613,0.4996157694,0.3174927578,0.1395697763,1.4138369674
ENSMUSG00000002012,Pnck,Age,18,1,-1.1893,0.7920,-2.7416,0.3631,2.25,0.1332,0.756868604,-1.715753379,1.142649676,0.1209795096,0.3044435431
ENSMUSG00000002014,Ssr4,Age,18,1,-0.1149,0.2016,-0.5100,0.2803,0.32,0.5688,0.9839299797,-0.165744094,0.2908706224,0.0070358065,0.8914686109
ENSMUSG00000002015,Bcap31,Age,18,1,-0.4474,0.1967,-0.8329,-0.0620,5.18,0.0229,0.4636650738,-0.645518104,0.2837484536,0.3337956167,0.6392631756
ENSMUSG00000002017,Fam98a,Age,18,1,-0.1645,0.3670,-0.8838,0.5548,0.20,0.6539,0.995805013,-0.23734746,0.5294548499,0.0018256918,0.848303571
ENSMUSG00000002020,Ltbp2,Age,18,1,-0.8310,0.4656,-1.7437,0.0816,3.19,0.0743,0.6608329145,-1.198927152,0.6717833572,0.179908334,0.435599091
ENSMUSG00000002028,Kmt2a,Age,18,1,0.7308,0.2501,0.2407,1.2209,8.54,0.0035,0.2370320319,1.0543068582,0.360759338,0.6251929605,2.0767202081
ENSMUSG00000002031,Ift46,Age,18,1,0.7885,0.2099,0.3771,1.2000,14.11,0.0002,0.05457125,1.1376360865,0.3028770151,1.2630360982,2.2002021574
ENSMUSG00000002033,Cd3g,Age,18,1,0.4542,0.4305,-0.3896,1.2980,1.11,0.2914,0.8897583156,0.6552904096,0.6210969854,0.0507279444,1.5749329498
ENSMUSG00000002043,Trappc6a,Age,18,1,-0.4743,0.1738,-0.8151,-0.1336,7.44,0.0064,0.304989515,-0.684318653,0.2508011787,0.5157150906,0.622299653
ENSMUSG00000002052,Supt6,Age,18,1,0.3899,0.1721,0.0526,0.7271,5.13,0.0235,0.4701318934,0.5624407238,0.2482624939,0.3277802856,1.4767654687
ENSMUSG00000002055,Spag5,Age,18,1,1.3935,0.6660,0.0880,2.6989,4.38,0.0364,0.5344468726,2.0103311568,0.9608942498,0.2720954599,4.0287468544
ENSMUSG00000002058,Unc119,Age,18,1,0.0531,0.1153,-0.1728,0.2790,0.21,0.6453,0.9947317438,0.0765480128,0.1662846021,0.0022940227,1.0544918997
ENSMUSG00000002059,Rab34,Age,18,1,2.1509,0.6731,0.8316,3.4702,10.21,0.0014,0.1517495304,3.1031350505,0.9711086732,0.8188726442,8.5928401099
ENSMUSG00000002064,Sdf2,Age,18,1,-0.1942,0.1518,-0.4918,0.1033,1.64,0.2008,0.831446401,-0.280240192,0.2190379357,0.0801657423,0.8234539105
ENSMUSG00000002068,Ccne1,Age,18,1,0.4202,0.9191,-1.3812,2.2217,0.21,0.6475,0.995805013,0.6062607505,1.3260065521,0.0018256918,1.5223084957
ENSMUSG00000002076,Hsf2bp,Age,18,1,-0.1493,1.2448,-2.5891,2.2905,0.01,0.9046,0.9999208275,-0.21535006,1.7959058108,0.0000343855,0.8613371371
ENSMUSG00000002083,Bbc3,Age,18,1,0.3451,0.2954,-0.2340,0.9241,1.36,0.2428,0.8704485874,0.4978066267,0.4262369598,0.0602568752,1.412065124
ENSMUSG00000002100,Mybpc3,Age,18,1,0.1445,1.1811,-2.1705,2.4595,0.01,0.9026,0.9999208275,0.2084551151,1.7040069799,0.0000343855,1.1554502274
ENSMUSG00000002102,Psmc3,Age,18,1,0.0049,0.1289,-0.2478,0.2575,0.00,0.9700,0.9999208275,0.0069976774,0.1859690646,0.0000343855,1.0048622027
ENSMUSG00000002103,Acp2,Age,18,1,0.1570,0.2920,-0.4154,0.7294,0.29,0.5908,0.9877546297,0.2265181481,0.4213290893,0.0053509261,1.1700078003
ENSMUSG00000002104,Rapsn,Age,18,1,-0.6617,1.9976,-4.5769,3.2536,0.11,0.7405,0.9978539623,-0.954603267,2.8819547846,0.0009330138,0.5159834627
ENSMUSG00000002105,Slc39a13,Age,18,1,0.0492,0.4174,-0.7688,0.8672,0.01,0.9061,0.9999208275,0.0710017851,0.6021366942,0.0000343855,1.0504458438
ENSMUSG00000002107,Celf2,Age,18,1,-0.0082,0.1193,-0.2420,0.2255,0.00,0.9450,0.9999208275,-0.011868989,0.1720601526,0.0000343855,0.9918067925
ENSMUSG00000002108,Nr1h3,Age,18,1,0.2991,0.6220,-0.9200,1.5182,0.23,0.6306,0.992830538,0.4315435678,0.8973412479,0.003124873,1.3486757799
ENSMUSG00000002109,Ddb2,Age,18,1,0.1319,0.4480,-0.7462,1.0100,0.09,0.7685,0.9981578959,0.190252641,0.6463688353,0.0008007534,1.1409635009
ENSMUSG00000002111,Spi1,Age,18,1,0.0078,0.2013,-0.3867,0.4024,0.00,0.9689,0.9999208275,0.0113191624,0.2904388998,0.0000343855,1.0078767048
ENSMUSG00000002129,Sf3a1,Age,18,1,0.6148,0.2308,0.1624,1.0672,7.09,0.0077,0.3185366502,0.8869598251,0.3330065027,0.4968405914,1.8492750585
ENSMUSG00000002147,Stat6,Age,18,1,0.0092,0.1752,-0.3342,0.3526,0.00,0.9581,0.9999208275,0.0132792561,0.2527748485,0.0000343855,1.0092469704
ENSMUSG00000002190,Clgn,Age,18,1,-0.3121,0.6820,-1.6488,1.0245,0.21,0.6472,0.995805013,-0.450299827,0.9838966289,0.0018256918,0.7318907276
ENSMUSG00000002204,Napsa,Age,18,1,0.4870,0.2522,-0.0073,0.9813,3.73,0.0535,0.5955030588,0.7025889002,0.3638741054,0.2251160034,1.6274225656
ENSMUSG00000002205,Vrk3,Age,18,1,0.2737,0.1289,0.0210,0.5264,4.51,0.0337,0.5162051242,0.3948750744,0.1859941419,0.2871776887,1.3148289019
ENSMUSG00000002210,Smg9,Age,18,1,0.3507,0.2570,-0.1531,0.8544,1.86,0.1725,0.8069389905,0.5058886678,0.3708135528,0.0931592993,1.4199977737
